,age,State_gov,bachelors,edu_years,never_married,adm_clerical,not_in_family,race,gender,capital_gain,capital_loss,work_hours,country,salary
12640,29, Private, Some-college,10, Never-married, Tech-support, Own-child, White, Male,0,0,60, United-States,0
12641,30, Private, Bachelors,13, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States,0
12642,45, Private, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, ?,0
12643,39, Federal-gov, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,5455,0,60, United-States,0
12644,18, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States,0
12645,28, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,0
12646,27, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,0
12647,38, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
12648,33, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
12649,25, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,1
12650,25, ?, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,4, United-States,0
12651,38, Private, 11th,7, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States,0
12652,23, Private, Some-college,10, Never-married, Farming-fishing, Unmarried, White, Male,0,0,45, United-States,0
12653,40, Private, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States,0
12654,36, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, ?,1
12655,20, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,0
12656,41, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States,0
12657,44, Private, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,0,0,38, United-States,0
12658,49, Self-emp-inc, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
12659,22, Private, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States,0
12660,26, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
12661,47, Private, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
12662,48, Private, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,0,25, United-States,0
12663,28, Self-emp-inc, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,0
12664,37, Federal-gov, Some-college,10, Separated, Exec-managerial, Not-in-family, White, Male,8614,0,55, United-States,1
12665,44, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
12666,20, ?, 12th,8, Never-married, ?, Not-in-family, Black, Female,0,0,35, United-States,0
12667,53, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,40, United-States,1
12668,36, Private, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,15, United-States,0
12669,77, Private, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,30, United-States,0
12670,21, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States,0
12671,24, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States,0
12672,30, Private, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States,0
12673,51, Local-gov, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States,0
12674,22, Private, Some-college,10, Divorced, Sales, Own-child, Asian-Pac-Islander, Female,0,0,30, Philippines,0
12675,23, Private, Some-college,10, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,25, United-States,0
12676,47, Private, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States,1
12677,17, Private, 12th,8, Never-married, Sales, Own-child, White, Male,0,0,20, United-States,0
12678,48, Private, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,50, Mexico,1
12679,43, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
12680,34, Private, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala,0
12681,19, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States,0
12682,42, State-gov, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
12683,23, Private, Bachelors,13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States,0
12684,61, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
12685,63, Private, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States,0
12686,65, Private, HS-grad,9, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States,0
12687,37, Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,40, United-States,1
12688,41, Local-gov, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1
12689,35, Private, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, ?,0
12690,21, Private, HS-grad,9, Divorced, Sales, Other-relative, White, Female,0,0,40, United-States,0
12691,48, Local-gov, Bachelors,13, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States,0
12692,51, State-gov, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40, United-States,1
12693,43, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,0
12694,22, State-gov, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,15, ?,0
12695,56, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,0
12696,47, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
12697,26, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male,0,0,24, United-States,0
12698,39, Private, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,24, United-States,0
12699,45, Self-emp-not-inc, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,75, United-States,0
12700,49, Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Male,0,0,40, Columbia,0
12701,23, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States,0
12702,69, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,36, United-States,0
12703,41, Federal-gov, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,1
12704,40, Self-emp-not-inc, HS-grad,9, Separated, Exec-managerial, Other-relative, White, Male,0,0,40, United-States,0
12705,25, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
12706,52, Private, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States,0
12707,28, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, Black, Female,3325,0,50, United-States,0
12708,50, Federal-gov, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
12709,21, Private, Assoc-voc,11, Never-married, Tech-support, Own-child, White, Female,0,0,30, United-States,0
12710,48, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
12711,27, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States,1
12712,63, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States,0
12713,47, State-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
12714,37, Self-emp-not-inc, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,14084,0,45, United-States,1
12715,28, Private, Some-college,10, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, ?,0
12716,58, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
12717,41, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,51, United-States,0
12718,67, Self-emp-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
12719,62, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,48, United-States,0
12720,28, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,1
12721,26, Private, 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
12722,46, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States,1
12723,29, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
12724,39, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines,1
12725,25, Private, Masters,14, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, United-States,0
12726,20, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States,0
12727,21, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
12728,25, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,0
12729,44, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
12730,37, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,38, United-States,0
12731,50, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298,0,40, Philippines,1
12732,29, Private, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
12733,18, Private, Some-college,10, Never-married, Sales, Own-child, Black, Female,0,0,21, United-States,0
12734,32, Private, Bachelors,13, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0
12735,58, Private, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States,0
12736,50, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
12737,29, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,18, United-States,0
12738,58, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,1
12739,29, State-gov, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,0
12740,36, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,1
12741,21, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States,0
12742,49, Private, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0
12743,60, Private, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,0
12744,39, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,3103,0,50, United-States,1
12745,50, Private, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States,1
12746,30, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,48, United-States,0
12747,55, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0,0,40, ?,0
12748,64, Local-gov, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Male,0,0,20, United-States,0
12749,29, Self-emp-inc, Assoc-acdm,12, Never-married, Prof-specialty, Other-relative, Black, Female,0,0,40, United-States,0
12750,40, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States,1
12751,42, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
12752,55, Private, HS-grad,9, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States,0
12753,43, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, United-States,0
12754,28, Private, 12th,8, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States,0
12755,46, State-gov, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,38, United-States,1
12756,34, Private, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States,0
12757,47, Private, Masters,14, Married-civ-spouse, Adm-clerical, Wife, White, Female,7688,0,38, United-States,1
12758,43, Self-emp-not-inc, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
12759,24, Private, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,25, United-States,0
12760,21, Private, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico,0
12761,65, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England,1
12762,20, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
12763,31, State-gov, Masters,14, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States,0
12764,38, State-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,3464,0,40, United-States,0
12765,22, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0
12766,20, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,20, United-States,0
12767,44, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,0
12768,44, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,0
12769,41, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1
12770,38, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,2205,40, United-States,0
12771,21, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,25, Germany,0
12772,24, Private, Some-college,10, Married-spouse-absent, Sales, Unmarried, Other, Female,0,0,30, Ecuador,0
12773,24, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States,0
12774,28, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
12775,39, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States,0
12776,48, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,3325,0,40, United-States,0
12777,24, Local-gov, HS-grad,9, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,0
12778,50, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,35, South,1
12779,50, Local-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,4064,0,55, United-States,0
12780,68, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
12781,31, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0
12782,22, Private, 1st-4th,2, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Guatemala,0
12783,18, ?, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,48, United-States,0
12784,25, Private, HS-grad,9, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Poland,0
12785,28, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,0
12786,17, Local-gov, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States,0
12787,24, State-gov, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,99, England,0
12788,20, Private, 10th,6, Separated, Sales, Not-in-family, White, Female,0,0,36, United-States,0
12789,45, Federal-gov, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
12790,44, Private, Some-college,10, Married-spouse-absent, Craft-repair, Unmarried, White, Female,1506,0,45, United-States,0
12791,57, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
12792,33, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1902,55, United-States,1
12793,24, ?, Bachelors,13, Never-married, ?, Own-child, White, Male,0,0,40, United-States,0
12794,22, Private, Some-college,10, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,24, India,0
12795,41, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
12796,51, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
12797,46, Local-gov, Bachelors,13, Separated, Prof-specialty, Unmarried, White, Male,0,0,40, United-States,0
12798,52, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,38, United-States,0
12799,50, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
12800,26, Self-emp-inc, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, United-States,0
12801,17, Private, 10th,6, Never-married, Sales, Other-relative, Black, Female,0,0,12, United-States,0
12802,64, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
12803,51, Private, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1
12804,28, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States,0
12805,51, Private, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
12806,39, Self-emp-not-inc, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Male,0,1762,40, United-States,0
12807,48, Private, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,32, United-States,0
12808,44, Private, Some-college,10, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States,1
12809,47, Private, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
12810,52, Private, HS-grad,9, Widowed, Craft-repair, Own-child, White, Female,0,0,40, United-States,0
12811,58, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,39, United-States,0
12812,19, Private, 11th,7, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
12813,40, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1
12814,23, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
12815,31, Private, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Yugoslavia,0
12816,40, Local-gov, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
12817,48, Self-emp-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,38, United-States,1
12818,46, Private, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States,1
12819,32, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Wife, Black, Female,3908,0,40, United-States,0
12820,50, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
12821,18, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,37, United-States,0
12822,26, Private, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States,0
12823,36, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States,0
12824,26, Private, Assoc-voc,11, Divorced, Sales, Own-child, White, Female,594,0,35, United-States,0
12825,19, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,15, United-States,0
12826,53, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States,1
12827,54, Private, Some-college,10, Never-married, Sales, Not-in-family, Black, Male,0,0,41, United-States,0
12828,29, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,6, United-States,0
12829,81, Private, Masters,14, Widowed, Prof-specialty, Unmarried, White, Male,0,0,60, ?,0
12830,37, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States,1
12831,40, Private, Assoc-voc,11, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States,1
12832,36, Private, Some-college,10, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0
12833,18, Private, 12th,8, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States,0
12834,44, State-gov, 11th,7, Separated, Tech-support, Not-in-family, Black, Male,0,0,40, United-States,0
12835,36, Private, HS-grad,9, Separated, Other-service, Unmarried, Black, Female,0,0,35, United-States,0
12836,69, State-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
12837,17, Private, 12th,8, Never-married, Prof-specialty, Own-child, White, Male,0,0,7, United-States,0
12838,38, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
12839,27, Private, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,40, United-States,0
12840,52, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
12841,24, Private, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States,0
12842,57, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,0
12843,19, Private, 10th,6, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States,0
12844,38, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States,0
12845,46, Private, 7th-8th,4, Married-spouse-absent, Priv-house-serv, Unmarried, White, Female,0,1594,24, Guatemala,0
12846,21, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, Mexico,1
12847,29, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Japan,0
12848,33, ?, Some-college,10, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States,0
12849,26, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States,0
12850,28, Private, HS-grad,9, Separated, Farming-fishing, Not-in-family, White, Male,0,0,55, United-States,0
12851,26, Private, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States,0
12852,37, ?, Prof-school,15, Married-civ-spouse, ?, Husband, White, Male,0,0,6, Mexico,0
12853,49, Private, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
12854,28, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,0
12855,57, Federal-gov, Some-college,10, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
12856,60, Private, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
12857,20, ?, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,25, United-States,0
12858,38, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,42, United-States,0
12859,51, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3137,0,60, United-States,0
12860,60, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
12861,37, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,3411,0,47, United-States,0
12862,44, Federal-gov, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, United-States,0
12863,19, Self-emp-not-inc, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States,0
12864,59, Private, Masters,14, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,35, Philippines,0
12865,50, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
12866,35, Federal-gov, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
12867,46, Federal-gov, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States,0
12868,18, Private, Some-college,10, Never-married, Sales, Own-child, Black, Male,0,0,35, United-States,0
12869,32, Private, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico,0
12870,32, Private, Assoc-voc,11, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States,0
12871,39, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
12872,25, Private, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Female,0,0,40, United-States,0
12873,30, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States,1
12874,37, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,1977,40, United-States,1
12875,38, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States,1
12876,36, Private, Assoc-acdm,12, Divorced, Other-service, Unmarried, White, Female,0,0,37, United-States,0
12877,56, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
12878,35, Federal-gov, Bachelors,13, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,1
12879,56, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,41, United-States,0
12880,17, Private, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,14, United-States,0
12881,46, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States,1
12882,56, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
12883,61, State-gov, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
12884,25, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,43, United-States,0
12885,27, Private, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States,0
12886,50, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States,0
12887,33, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,62, United-States,0
12888,33, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States,1
12889,38, Private, Some-college,10, Never-married, Farming-fishing, Unmarried, White, Male,0,0,60, United-States,0
12890,51, Private, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
12891,27, Private, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,0,0,42, United-States,0
12892,49, Local-gov, Masters,14, Widowed, Prof-specialty, Unmarried, White, Female,0,0,16, United-States,0
12893,26, Private, HS-grad,9, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States,0
12894,42, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,1
12895,37, Private, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,1719,32, United-States,0
12896,38, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
12897,48, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico,1
12898,41, Private, Bachelors,13, Divorced, Tech-support, Unmarried, Black, Male,7430,0,45, ?,1
